"AMR.genotypes","SNP_cluster_group","USregion","season","collection.yr","min_SNP","Isolation_Group"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2018",5,"Food/RTE_Food/Food Producing Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",21,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",7,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",11,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",0,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",0,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",2,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",3,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",1,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2018",24,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2011",21,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2019",9,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","spring","2019",22,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","autumn","2010",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","autumn","2010",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","autumn","2010",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","autumn","2010",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",19,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",7,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2016",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2016",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2022",18,"Food/RTE_Food/Food Producing Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","summer","2017",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","midwest","autumn","2017",3,"Food/RTE_Food/Food Producing Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","summer","2018",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","summer","2018",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","autumn","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","autumn","2018",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2016",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2016",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2016",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2012",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2012",22,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2013",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2012",24,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2016",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2014",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2016",9,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2015",13,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2016",12,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2014",12,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","autumn","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2014",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2013",25,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2012",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","PDS000058419.26","west","winter","2013",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2012",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","summer","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2013",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","other","autumn","2021",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","midwest","winter","2021",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","midwest","winter","2021",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","midwest","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","midwest","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000058419.26","west","winter","2022",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Food/RTE_Food/Food Producing Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","PDS000005985.27","other","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",12,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",25,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2020",25,"Aquatic_Animal"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2016",7,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2019",30,"Food/RTE_Food/Food Producing Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",22,"Meat"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","winter","2020",14,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2013",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2014",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2015",19,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2015",6,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2016",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2016",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",7,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2017",3,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2017",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2017",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2017",4,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2017",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2017",3,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2017",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2017",4,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2018",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",6,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2018",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",3,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2015",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2015",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2015",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2016",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",4,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",1,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",4,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",2,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2020",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",5,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",2,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",2,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",5,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",9,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2017",3,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2014",19,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2021",6,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2022",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2022",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2022",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2022",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2022",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2022",16,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2015",18,"Meat"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2016",21,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2016",26,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","spring","2018",20,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","autumn","2018",23,"Food/RTE_Food/Food Producing Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2019",10,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2019",6,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",14,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2019",6,"Environment"
