"Isolation_Group","Min.diff.new","collection.mon","collection.yr","AMR.genotypes","state","USregion","season","SNP.cluster.group","cc","weights"
"Environment",2,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",2,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",2,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",3,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",4,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",2,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",4,2,2018,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Clinical/Human",3,7,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",5,9,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Environment",2,8,2019,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",2,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",6,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",2,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",6,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",4,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",2,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",0,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,7,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",2,8,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",1,8,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","summer","other",1,1.0000000000029
"Environment",2,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",1,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",1,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","autumn","other",1,1.0000000000029
"Environment",6,11,2016,"fosX=COMPLETE,lin=COMPLETE","USA:TN","south","autumn","other",1,1.0000000000029
"Environment",4,2,2011,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",0,2,2011,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",0,2,2011,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Environment",1,2,2011,"fosX=COMPLETE,lin=COMPLETE","USA:WA","west","winter","other",1,1.0000000000029
"Clinical/Human",1,10,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",7,11,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Land_Animal",2,1,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",3,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",5,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Environment",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",5,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",3,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",4,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:VA","south","winter","other",1,1.0000000000029
"Clinical/Human",1,8,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",1,8,2013,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Environment",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",2,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Environment",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DC","south","winter","other",1,1.0000000000029
"Land_Animal",5,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DC","south","winter","other",1,1.0000000000029
"Land_Animal",0,12,2012,"fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",4,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",1,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Environment",2,5,2014,"fosX=COMPLETE,lin=COMPLETE","USA:DE","south","spring","other",1,1.0000000000029
"Land_Animal",0,2,2014,"fosX=COMPLETE,lin=COMPLETE","USA:MD","south","winter","other",1,1.0000000000029
"Land_Animal",10,5,2017,"fosX=COMPLETE,lin=COMPLETE","USA:FL","south","spring","other",1,1.0000000000029
"Environment",0,5,2014,"fosX=COMPLETE,lin=COMPLETE","USA:TX","south","spring","other",1,1.0000000000029
"Clinical/Human",2,4,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","spring","other",1,1.0000000000029
"Environment",0,5,2014,"fosX=COMPLETE,lin=COMPLETE","USA:TX","south","spring","other",1,1.0000000000029
"Clinical/Human",1,8,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",0,9,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",0,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",8,11,2015,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Environment",3,10,2017,"fosX=COMPLETE,lin=COMPLETE","USA:CO","west","autumn","other",1,1.0000000000029
"Environment",8,10,2017,"fosX=COMPLETE,lin=COMPLETE","USA:CO","west","autumn","other",1,1.0000000000029
"Clinical/Human",3,9,2017,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",6,11,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Environment",12,9,2017,"fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Plants",2,8,2018,"fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",24,9,2013,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",0,8,2013,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",24,10,2014,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Clinical/Human",2,12,2014,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","winter","other",1,1.0000000000029
"Clinical/Human",2,2,2015,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","winter","other",1,1.0000000000029
"Clinical/Human",21,6,2015,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",19,9,2015,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","autumn","other",1,1.0000000000029
"Environment",0,8,2012,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,8,2012,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Plants",21,7,2016,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:VA","south","summer","other",1,1.0000000000029
"Clinical/Human",24,7,2017,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",28,6,2018,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",26,12,2013,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","winter","other",1,1.0000000000029
"Environment",26,8,2018,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:MA","northeast","summer","other",1,1.0000000000029
"Plants",0,6,2013,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","summer","other",1,1.0000000000029
"Plants",0,6,2013,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","summer","other",1,1.0000000000029
"Environment",27,12,2021,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NH","northeast","winter","other",1,1.0000000000029
"Clinical/Human",0,8,2014,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Clinical/Human",21,7,2015,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA","other","summer","other",1,1.0000000000029
"Land_Animal",0,10,2017,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","autumn","other",1,1.0000000000029
"Land_Animal",0,11,2017,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","autumn","other",1,1.0000000000029
"Land_Animal",3,11,2017,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","autumn","other",1,1.0000000000029
"Land_Animal",1,11,2017,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:NY","northeast","autumn","other",1,1.0000000000029
"Environment",21,8,2018,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",21,6,2018,"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",3,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",4,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",4,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",3,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",3,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",1,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",2,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",3,4,2017,"fosX=COMPLETE,lin=COMPLETE","USA:NM","west","spring","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",1,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",1,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
"Environment",0,6,2019,"fosX=COMPLETE,lin=COMPLETE","USA:PA","northeast","summer","other",1,1.0000000000029
